id,sku,name,brand_name,category_name,price,sale_price,in_stock,inventory,brand_id,category_id,description,photos_count,gender,parent_category_id,parent_category_name
24891532-d2ea-4799-bf52-679689e0bc4e,0FF8206733,Ветровка,EA7,Куртки и ветровки,2799.00,1999.00,True,"{""M"": {""stock"": 1}}",da633b22-f6c5-4c03-b502-2714fa6babf7,68fba46a-2b8f-4170-b327-1981b69a36ec,"Откройте для себя куртку EA7, изготовленную из 100% технологичного полиамида, которая идеально подходит для спортивного и современного образа. Эта куртка создана для обеспечения комфорта и легкости, что делает ее идеальной для весенних и осенних дней. Застежка-молния спереди и высокий воротник обеспечивают надежную посадку, а вышитый логотип EA7 на груди придает модели особый стиль. Носите ее ежедневно или на досуге, легко сочетая с джинсами или повседневными брюками.",5,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
822a33a3-fc62-42b8-9742-1c127bb307d8,91EB172A40,Поло,Hugo Boss,Поло,1299.00,1299.00,True,"{""M"": {""stock"": 2}, ""XL"": {""stock"": 1}}",09c59263-dba4-48f1-8e29-97876ef903b5,f9b6ddb5-5467-407b-b014-cd8c893c254b,"Подчеркните свой безупречный стиль с классическим черным поло от Hugo Boss. Модель из premium хлопка обеспечивает максимальный комфорт и идеальную посадку по фигуре. Элегантный силуэт slim fit и узнаваемый вышитый логотип бренда говорят о вашем безупречном вкусе. Эта универсальная модель станет ключевым элементом как повседневного, так и более строгого гардероба.",5,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
2b5b434c-cb9e-475b-8811-650d60590ed0,E89390C280,Футболка,Hugo Boss,Футболки,899.00,899.00,True,"{""M"": {""stock"": 1}, ""XL"": {""stock"": 2}}",09c59263-dba4-48f1-8e29-97876ef903b5,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,Эта белая футболка из органического хлопка — идеальная основа любого образа. Расслабленный крой и классический круглый вырез гарантируют исключительный комфорт в течение всего дня. Нанесенный логотип добавляет модели современный и стильный акцент. Универсальность и экологичность делают эту футболку must-have для вашего гардероба.,5,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
ce1b15b4-09a5-4f2e-ae92-6ccb24f504ca,F4AAE2B9BC,Поло,Hugo Boss,Поло,1299.00,1299.00,True,"{""M"": {""stock"": 1}, ""S"": {""stock"": 1}}",09c59263-dba4-48f1-8e29-97876ef903b5,f9b6ddb5-5467-407b-b014-cd8c893c254b,Обретите безупречный стиль с поло Hugo Boss. Модель из высококачественного хлопка гарантирует исключительный комфорт и свободу движений. Элегантный силуэт slim fit и вышитый логотип подчеркивают статус и безупречный вкус. Это идеальная основа для любого современного образа — от повседневного до делового-кэжуал.,5,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
615de216-fef0-449b-84bf-19ca8e5b0c09,D9D671460B,Футболки 3 шт.,Tommy Hilfiger,Футболки,899.00,899.00,True,"{""S"": {""stock"": 2}}",c9af705b-393c-4653-98a0-02d3729ce0de,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,"Базовые футболки Tommy Hilfiger с коротким рукавом и круглым вырезом, представленные в удобном наборе из трех штук. Модель выполнена из мягкого регенерированного хлопка и украшена узнаваемым вышитым логотипом бренда. Классический прямой крой обеспечивает универсальность и комфорт в носке. Идеальный комплект для создания повседневных образов.",2,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
3060c49a-a5b4-4801-a828-c509748e7f4a,2074205823,Футболка,Tommy Hilfiger,Футболки,699.00,699.00,True,"{""S"": {""stock"": 2}, ""XL"": {""stock"": 2}}",c9af705b-393c-4653-98a0-02d3729ce0de,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,Классическая мужская футболка Tommy Hilfiger синего цвета с коротким рукавом и круглым вырезом. Изготовлена из мягкого материала на основе экологичного переработанного хлопка (95%). Узнаваемый вышитый логотип бренда добавляет стильный акцент. Универсальная базовая модель для повседневной носки.,3,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
a9930e88-d9e3-4472-8bf7-556836029f79,4CD48A33DE,Футболка,Tommy Hilfiger,Футболки,599.00,599.00,True,"{""S"": {""stock"": 1}, ""XL"": {""stock"": 1}}",c9af705b-393c-4653-98a0-02d3729ce0de,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,"Новая must-have модель от Tommy Hilfiger — воплощение неподвластного времени стиля в сочетании с современной чувственностью. Эта футболка с коротким рукавом и классическим круглым вырезом украшена культовым принтом и логотипом бренда. Эта модная футболка, изготовленная из 95% переработанного хлопка, доставит вам удовольствие. Будь то в паре с джинсами для повседневного выхода в свет или под блейзером для создания эффектного образа, она станет незаменимым дополнением к любому гардеробу.",3,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
fd428d28-1f99-4247-a8e0-55d61cbe543f,F45A1E0199,Футболки 3 шт.,Tommy Hilfiger,Футболки,899.00,899.00,True,"{""L"": {""stock"": 1}, ""S"": {""stock"": 2}, ""XL"": {""stock"": 1}}",c9af705b-393c-4653-98a0-02d3729ce0de,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,Набор из трех классических черных мужских футболок Tommy Hilfiger с коротким рукавом и круглым вырезом. Изготовлены из мягкого хлопка (95%) с добавлением эластана (5%) для улучшенной посадки и комфорта. Каждая футболка украшена узнаваемым вышитым логотипом бренда. Универсальный базовый комплект для повседневной носки.,3,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
3e625926-b7a2-4f58-a6a0-65ddc8d9a1d3,720CA41640,Футболка,Tommy Hilfiger,Футболки,599.00,599.00,True,"{""L"": {""stock"": 2}, ""S"": {""stock"": 2}, ""XL"": {""stock"": 1}}",c9af705b-393c-4653-98a0-02d3729ce0de,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,Классическая синяя футболка Tommy Hilfiger с коротким рукавом и круглым вырезом. Изготовлена из мягкого 100% органического хлопка для повседневного комфорта. Узнаваемый вышитый логотип бренда на груди добавляет стилевую деталь. Универсальный базовый элемент для создания множества образов.,3,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
92b07b45-188d-4d06-8284-cd6ca0f0d0ba,C451745978,Футболка,Hugo Boss,Футболки,799.00,799.00,True,"{""L"": {""stock"": 1}}",09c59263-dba4-48f1-8e29-97876ef903b5,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,"Классическая белая мужская футболка Hugo Boss с коротким рукавом и круглым вырезом. Изготовлена из мягкого органического хлопка для комфортной носки. Фирменный логотип бренда нанесен в виде принта, подчеркивая сдержанный стиль. Универсальный базовый элемент для делового и повседневного гардероба.",4,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
5d5c1ca1-b93d-43ef-9a9f-8cec4c88d44f,158452916A,Поло,Hugo Boss,Поло,1399.00,1399.00,True,"{""XL"": {""stock"": 1}}",09c59263-dba4-48f1-8e29-97876ef903b5,f9b6ddb5-5467-407b-b014-cd8c893c254b,"Классическое черное поло Hugo Boss с коротким рукавом в элегантном приталенном крое Slim Fit. Модель выполнена из качественного хлопка и украшена фирменным вышитым логотипом бренда. Контрастные детали, две пуговицы у воротника и аккуратная аппликация подчеркивают стиль и внимание к дизайну. Это универсальная основа для создания как строгих, так и повседневных образов.",4,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
cf2038b4-0a65-4835-91e9-b711ab6293aa,27AE67EC7D,Футболка,Tommy Hilfiger,Футболки,599.00,599.00,True,"{""S"": {""stock"": 1}}",c9af705b-393c-4653-98a0-02d3729ce0de,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,"Классическая белая футболка Tommy Hilfiger с коротким рукавом и круглым вырезом. Изготовлена из мягкого 100% органического хлопка для комфорта в носке. Узнаваемый вышитый логотип бренда на груди подчеркивает стиль. Универсальный базовый элемент гардероба, идеальный для повседневных образов.",3,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
de32636f-ed0a-4bba-96c9-497aa5164328,DB8736DE87,Шапка,Calvin Klein,Шапки,899.00,,True,"{""single_option"": {""stock"": 7}}",56689916-405c-4168-bc0b-95ca057aa7bf,ff72958b-91ec-466f-970f-f33a24f8a090,"Откройте для себя мужскую шапку Calvin Klein FINE RIB BEANIE - элегантный и универсальный аксессуар, который идеально дополнит ваш зимний образ. Изготовленная из высококачественного материала, в состав которого входит 55% органического хлопка, 34% полиэстера, 8% шерсти и 3% кашемира, эта шапка обеспечивает исключительный комфорт и приятную на ощупь текстуру. Ребристый дизайн делает эту шапку не только стильной, но и практичной, сохраняя вашу голову в тепле в самые холодные дни",4,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
8f0a5b9f-60cc-402f-8ec7-9a6bf5ae1523,EF8CA31A5B,Шапка,Calvin Klein,Шапки,899.00,,True,"{""single_option"": {""stock"": 3}}",56689916-405c-4168-bc0b-95ca057aa7bf,ff72958b-91ec-466f-970f-f33a24f8a090,"Встречайте классическую черную мужскую шапку Calvin Klein COTTON RIB, которая станет незаменимым аксессуаром для вашего зимнего гардероба. Эта шапка, изготовленная из смеси 50% органического хлопка, 45% хлопковой ткани и 5% кашемира, обеспечивает идеальное сочетание комфорта и тепла. Ребристый дизайн не только придает модели стильный вид, но и обеспечивает плотную и удобную посадку. Эта шапка идеально подходит для холодных дней, ее можно носить во время прогулок по городу или для завершения повседневного образа. Яркий логотип Calvin Klein придает ей нотку сдержанной элегантности. Не упустите шанс добавить эту незаменимую вещь к своему зимнему образу.",3,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
5068c6ac-2a0d-4264-8b1d-4ec5dd4d3c93,64030281CA,Шапка,Calvin Klein,Шапки,899.00,,True,"{""single_option"": {""stock"": 3}}",56689916-405c-4168-bc0b-95ca057aa7bf,ff72958b-91ec-466f-970f-f33a24f8a090,"Встречайте классическую мужскую шапку Calvin Klein COTTON RIB, которая станет незаменимым аксессуаром для вашего зимнего гардероба. Эта шапка, изготовленная из смеси 50% органического хлопка, 45% хлопковой ткани и 5% кашемира, обеспечивает идеальное сочетание комфорта и тепла. Ребристый дизайн не только придает модели стильный вид, но и обеспечивает плотную и удобную посадку. Эта шапка идеально подходит для холодных дней, ее можно носить во время прогулок по городу или для завершения повседневного образа. Яркий логотип Calvin Klein придает ей нотку сдержанной элегантности. Не упустите шанс добавить эту незаменимую вещь к своему зимнему образу.",4,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
7b35baf9-ceb2-41d0-a659-cfa50da54b5d,77E96DD1B8,Шапка,Calvin Klein,Шапки,899.00,,True,"{""single_option"": {""stock"": 14}}",56689916-405c-4168-bc0b-95ca057aa7bf,ff72958b-91ec-466f-970f-f33a24f8a090,"Откройте для себя стильную мужскую шапку Calvin Klein, незаменимый аксессуар для вашего зимнего гардероба. Эта шапка, изготовленная из высококачественной смеси 45% альпаки, 30% полиамида и 25% шерсти, обеспечивает исключительный комфорт и теплую защиту от холода. Классический дизайн и ребристая текстура делают ее универсальной, идеально подходящей для повседневных или спортивных нарядов. Эта шапочка с ярким логотипом Calvin Klein не только функциональна, но и является символом стиля и качества. Независимо от того, наденете ли вы ее на прогулку по городу или в течение дня на свежем воздухе, этот аксессуар будет незаменим в этом сезоне.",3,unisex,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
ec828660-6288-43d0-8a4c-e0b091d5527a,903C966C6B,Свитшот,Hugo Boss,Свитшоты,2199.00,1599.00,True,"{""L"": {""stock"": 1}}",09c59263-dba4-48f1-8e29-97876ef903b5,267efdf6-d5fc-4040-8e7d-7a7ae0e79dae,"Состав: Хлопок, полиэстер, эластан",5,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
ab00baa0-ae31-457b-897d-a1859aae8747,15415C5BA0,Футболка,Emporio Armani,Футболки,799.00,799.00,True,"{""L"": {""stock"": 1}}",8ea6ea3b-828a-42a1-aae3-48d811a8c3d5,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,Состав: Хлопок 100%,4,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
27a29b25-1c96-4fd7-b8f6-8665ea530870,24C3C9A095,Футболка,Tommy Hilfiger,Футболки,599.00,599.00,True,"{""L"": {""stock"": 1}}",c9af705b-393c-4653-98a0-02d3729ce0de,d7bc2edb-4b47-4eaf-aa08-22b1b5465710,Состав: Хлопок 100%,3,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
af04247c-7191-458a-8982-dbd01a250c95,5CD84AF457,Кеды,Aeronautica Militare,Кеды,1699.00,,True,"{""42"": {""stock"": 1}}",902de337-46d9-4ea5-8903-3e9b0ec849a8,10075a2b-2f29-4a05-8dc9-bba2315ada5a,Состав: 100% Натуральная кожа,5,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
818eb077-c35f-4954-a54c-65c2e922286c,1AAE3238F7,Кроссовки,Emporio Armani,Кроссовки,2599.00,2599.00,True,"{""EU41"": {""stock"": 1}}",8ea6ea3b-828a-42a1-aae3-48d811a8c3d5,5ec34b73-af50-4039-a72f-343d72c5fdc5,Состав: 100% Текстиль,5,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
6e6c25e2-0742-47e5-8329-c3053f09b253,0E9322B2CC,Кеды,Emporio Armani,Кеды,1499.00,1499.00,True,"{""41.5"": {""stock"": 1}}",8ea6ea3b-828a-42a1-aae3-48d811a8c3d5,10075a2b-2f29-4a05-8dc9-bba2315ada5a,Состав: Натуральная кожа 100%,5,men,ef2742b3-35e9-4216-950a-c8d6d16c33b5,Одежда и обувь
